	cusip	industry	name	sector	stocksymbol
5740	460146103	Paper	INTL PAPER CO	Basic Industries	NYSE:IP
5741	46014610		INTL PAPER CO		
5742	46117L106		INTOUCH HLDGS PUB CO LTD SPON		
5743	46116X101	Major Pharmaceuticals	INTRA CELLULAR THERAPIES INC	Health Care	NASDAQ:ITCI
5744	46116X010		INTRA-CELLULAR THERAPIES INC.		
5745	46118H104	Computer Software: Prepackaged Software	INTRALINKS HLDGS INC	Technology	NYSE:IL
5746	46118H10		INTRALINKS HLDGS INC		
5747	46090K109	Services-Misc. Amusement & Recreation	INTRAWEST RESORTS HLDGS INC	Consumer Services	NYSE:SNOW
5748	46121Y102	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	INTREPID POTASH INC	Basic Industries	NYSE:IPI
5749	46122T102	Biotechnology: Commercial Physical & Biological Resarch	INTREXON CORP	Health Care	NYSE:XON
5750	46121H109		INTRICON CORP		
5751	461202103	Computer Software: Prepackaged Software	INTUIT	Technology	NASDAQ:INTU
5752	46120E602	Industrial Specialties	INTUITIVE SURGICAL INC	Health Care	NASDAQ:ISRG
5753	46122W204		INUVO INC		
5754	461203AE1		INVACARE CORP		
5755	461203101	Industrial Specialties	INVACARE CORP	Health Care	NYSE:IVC
5756	46123DAB2		INVENSENSE INC		
5757	46123D205	Semiconductors	INVENSENSE INC	Technology	NYSE:INVN
5758	46123X409		INVENTERGY GLOBAL INC		
5759	46124J102		INVENTRUST PPTYS CORP		
5760	461212102	Packaged Foods	INVENTURE FOODS INC	Consumer Non-Durables	NASDAQ:SNAK
5761	46132E103		INVESCO ADVANTAGE MUNICIPAL		
5762	46132L107	n/a	INVESCO BD FD	n/a	NYSE:VBF
5763	46132H106	n/a	INVESCO CALIF VALUE MUN INC	n/a	NYSE:VCV
5764	46132R104	n/a	INVESCO DYNAMIC CR OPP FD	n/a	NYSE:VTA
5765	00141T106		INVESCO GLBL HLTH CARE FD CL A		
5766	46131F101	n/a	INVESCO HIGH INCOME TR II	n/a	NYSE:VLT
5767	00889A400		INVESCO INTERNATIONAL GROWTH		
5768	G491BT108		INVESCO LTD		
5769	BMG491BT1		INVESCO LTD		
5770	B28XP76		INVESCO LTD		
5771	B28XP76US		INVESCO LTD		
5772	SB28XP766		INVESCO LTD.		
5773	46131B10		INVESCO MORTGAGE CAPITAL INC		
5774	46131B100	Real Estate Investment Trusts	INVESCO MORTGAGE CAPITAL INC	Consumer Services	NYSE:IVR
5775	46131B407		INVESCO MORTGAGE CAPTL PFD-B		
5776	46132C107	n/a	INVESCO MUN OPPORTUNITY TR	n/a	NYSE:VMO
5777	46131J103	n/a	INVESCO MUN TR	n/a	NYSE:VKQ
5778	46132X101	n/a	INVESCO MUNI INCOME OPP TRST	n/a	NYSE:OIA
5779	46132K109	n/a	INVESCO PA VALUE MUN INCOME	n/a	NYSE:VPV
5780	46133G107	n/a	INVESCO QUALITY MUNI INC TRS	n/a	NYSE:IQI
5781	46131H107	n/a	INVESCO SR INCOME TR	n/a	NYSE:VVR
5782	46131M106	n/a	INVESCO TR INVT GRADE MUNS	n/a	NYSE:VGM
5783	46131T101	n/a	INVESCO TR INVT GRADE NY MUN	n/a	NYSE:VTN
5784	46132P108	n/a	INVESCO VALUE MUN INCOME TR	n/a	NYSE:IIM
5785	46134L105	Major Banks	INVESTAR HLDG CORP	Finance	NASDAQ:ISTR
5786	461308108		INVESTMENT CO AMER		
5787	46141Q493		INVESTMENT MANAGERS S		
5788	46145F105	Investment Bankers/Brokers/Service	INVESTMENT TECHNOLOGY GRP NE	Finance	NYSE:ITG
5789	W48102128		INVESTOR AB 'B'		
5790	46146P102		INVESTORS BANCORP INC		
5791	46146L101	Savings Institutions	INVESTORS BANCORP INC NEW	Finance	NASDAQ:ISBC
5792	461730103	Real Estate Investment Trusts	INVESTORS REAL ESTATE TR	Consumer Services	NYSE:IRET
5793	461730301		INVESTORS REIT 7.95% PERP CUM		
5794	461804106	Specialty Insurers	INVESTORS TITLE CO	Finance	NASDAQ:ITIC
5795	46185L103	Medical Specialities	INVITAE CORP	Health Care	NYSE:NVTA
5796	46186M209	Medical/Dental Instruments	INVIVO THERAPEUTICS HLDGS CO	Health Care	NASDAQ:NVIV
5797	44984F104		INVO BIOSCIENCE, INC.		
5798	46187J205		INVUITY INC		
5799	462044207		ION GEOPHYSICAL CORP		
5800	462222100		IONIS PHARMACEUTICALS INC		
5801	46261V108		IPASS INC		
5802	44980X109		IPG PHOTONICS CORP		
5803	462629205		IPSEN		
5804	45000Z107		IR 4C INC. CLASS		
5805	46266A109	Medical/Dental Instruments	IRADIMED CORP	Health Care	NASDAQ:IRMD
5806	462684101	Biotechnology: Electromedical & Electrotherapeutic Apparatus	IRIDEX CORP	Health Care	NASDAQ:IRIX
5807	46269C508		IRIDIUM COMMUNICATIONS		
5808	46269C409	Telecommunications Equipment	IRIDIUM COMMUNICATIONS INC	Consumer Durables	NASDAQ:IRDMB
5809	46269C102	Telecommunications Equipment	IRIDIUM COMMUNICATIONS INC	Consumer Durables	NASDAQ:IRDM
5810	46272610		IROBOT CORP		
5811	462726100	Consumer Electronics/Appliances	IROBOT CORP	Consumer Durables	NASDAQ:IRBT
5812	462846106		IRON MTN INC		
5813	46284V101	Real Estate Investment Trusts	IRON MTN INC NEW	Consumer Services	NYSE:IRM
5814	4633X108		IRONWOOD PHARMACEUTICALS		
5815	46333X108	Major Pharmaceuticals	IRONWOOD PHARMACEUTICALS INC	Health Care	NASDAQ:IRWD
5816	46333XAD0		IRONWOOD PHARMACEUTICALS INC		
5817	450047204	Homebuilding	IRSA INVERSIONES Y REP S A	Consumer Services	NYSE:IRS
5818	45004720		IRSA INVERSIONES Y REP S A		
5819	463588103	Building operators	IRSA PROPIEDADES COMERCIALES	Consumer Services	NASDAQ:IRCP
5820	464286608		ISHARES		
5821	464286509		ISHARES		
5822	464288505		ISHARES		
5823	464289867		ISHARES		
5824	464286731		ISHARES		
5825	464288521		ISHARES		
5826	464286533		ISHARES		
5827	464286681		ISHARES		
5828	464286350		ISHARES		
5829	464288240	n/a	ISHARES	n/a	NASDAQ:ACWX
5830	464288836		ISHARES		
5831	464288760		ISHARES		
5832	46428984		ISHARES		
5833	464286517		ISHARES		
5834	464288810		ISHARES		
5835	464288224	n/a	ISHARES	n/a	NASDAQ:ICLN
5836	464286749		ISHARES		
5837	464288471	n/a	ISHARES	n/a	NASDAQ:IFEU
5838	464286764		ISHARES		
5839	464288497	n/a	ISHARES	n/a	NASDAQ:IEUS
5840	464288265		ISHARES		
5841	464288877		ISHARES		
5842	464288729		ISHARES		
5843	464288703		ISHARES		
5844	464286707		ISHARES		
5845	464286392		ISHARES		
5846	464289875		ISHARES		
5847	464288281		ISHARES		
5848	464288216	n/a	ISHARES	n/a	NASDAQ:EMIF
5849	464288851		ISHARES		
5850	464289271		ISHARES		
5851	464288182	n/a	ISHARES	n/a	NASDAQ:AAXJ
5852	464288323		ISHARES		
5853	464288513		ISHARES		
5854	464289859		ISHARES		
5855	464286293		ISHARES		
5856	464288539		ISHARES		
5857	464288307		ISHARES		
5858	464288570		ISHARES		
5859	464288802		ISHARES		
5860	464286780		ISHARES		
5861	464286251		ISHARES		
5862	F46428658		ISHARES		
5863	464286178		ISHARES		
5864	464288109		ISHARES		
5865	464286319		ISHARES		
5866	464288125	n/a	ISHARES	n/a	NASDAQ:ISHG
5867	464289529	n/a	ISHARES	n/a	NASDAQ:INDY
5868	464286210		ISHARES		
5869	464286632		ISHARES		
5870	464286400		ISHARES		
5871	464288448		ISHARES		
5872	464286624		ISHARES		
5873	464288612		ISHARES		
5874	464288422		ISHARES		
5875	464286855		ISHARES		
5876	464286673		ISHARES		
5877	464288638		ISHARES		
5878	464288406		ISHARES		
5879	464286871		ISHARES		
5880	464288794		ISHARES		
5881	464288778		ISHARES		
5882	464289420		ISHARES		
5883	464288828		ISHARES		
5884	464286301		ISHARES		
5885	464286657		ISHARES		
5886	464289123		ISHARES		
5887	464288430		ISHARES		
5888	464289883		ISHARES		
5889	464286756		ISHARES		
5890	464288752		ISHARES		
5891	464286814		ISHARES		
5892	464286327		ISHARES		
5893	464289180	n/a	ISHARES	n/a	NASDAQ:EUFN
5894	464288745		ISHARES		
5895	464288588		ISHARES		
5896	464288869		ISHARES		
5897	464286772		ISHARES		
5898	464288489	n/a	ISHARES	n/a	NASDAQ:IFGL
5899	464288679		ISHARES		
5900	464288737		ISHARES		
5901	464286830		ISHARES		
5902	464286525		ISHARES		
5903	464286343		ISHARES		
5904	464288257	n/a	ISHARES	n/a	NASDAQ:ACWI
5905	464286426	n/a	ISHARES	n/a	NASDAQ:EEMA
5906	464286699		ISHARES		
5907	464288885		ISHARES		
5908	464286285		ISHARES		
5909	464288372		ISHARES		
5910	464288158		ISHARES		
5911	464289842		ISHARES		
5912	464286582		ISHARES		
5913	464288356		ISHARES		
5914	464288687		ISHARES		
5915	464288174	n/a	ISHARES	n/a	NASDAQ:WOOD
5916	464288117	n/a	ISHARES	n/a	NASDAQ:IGOV
5917	464288562		ISHARES		
5918	464286202		ISHARES		
5919	464289511		ISHARES		
5920	464288646		ISHARES		
5921	464288166		ISHARES		
5922	464288695		ISHARES		
5923	464286640		ISHARES		
5924	46428673		ISHARES		
5925	464286145		ISHARES		
5926	464288661		ISHARES		
5927	464288711		ISHARES		
5928	46428650		ISHARES		
5929	464289479		ISHARES		
5930	464288604		ISHARES		
5931	464289115		ISHARES		
5932	464288414		ISHARES		
5933	464286715		ISHARES		
5934	464286103		ISHARES		
5935	464286848		ISHARES		
5936	464288620		ISHARES		
5937	464286665		ISHARES		
5938	464289131		ISHARES		
5939	464288208		ISHARES		
5940	464289438		ISHARES		
5941	464289313		ISHARES		
5942	464288596		ISHARES		
5943	464286335		ISHARES		
5944	464288786		ISHARES		
5945	464286475		ISHARES		
5946	464289446		ISHARES		
5947	464286806		ISHARES		
5948	464286822		ISHARES		
5949	464288273		ISHARES		
5950	464286368		ISHARES		
5951	464288844		ISHARES		
5952	46434V40		ISHARES 0-5 YEAR HY CORP		
5953	46428864		ISHARES 1-3 YEAR CREDIT		
5954	46428743		ISHARES 20+ YEAR TREASURY		
5955	46428744		ISHARES 7-10 YEAR TREASURY		
5956	46428722		ISHARES BARCLAYS AGG BOND		
5957	46430L106		ISHARES CANADN GOVT BD IDX ETF UNIT		
5958	46435G854		ISHARES CURRENCY HEDGED MSCI A		
5959	45032K102		ISHARES DOW JONES UBS ROLL S		
5960	46429B65		ISHARES FLOATING RATE BOND ETF		
5961	464285105		ISHARES GOLD TRUST		
5962	46428724		ISHARES IBOXX INV GRD CORP		
5963	46434G806		ISHARES INC		
5964	46434G863		ISHARES INC		
5965	46434G889		ISHARES INC		
5966	46434G871		ISHARES INC		
5967	46434G202		ISHARES INC		
5968	46434G509		ISHARES INC		
5969	46434G103		ISHARES INC		
5970	46428863		ISHARES INTERMED CREDIT		
5971	46428858		ISHARES MBS		
5972	46428841		ISHARES NATIONAL AMT-FREE MUNI BD		
5973	46428764		ISHARES RUSSELL 2000 GROWTH		
5974	H26607646		ISHARES RUSSELL 2000 GROWTH ETF		
5975	H26595637		ISHARES RUSSELL 2000 GROWTH ETF		
5976	H26595746		ISHARES RUSSELL 2000 GROWTH ETF		
5977	46428757		ISHARES S&P GLOBAL 100 FD		
5978	46428R107		ISHARES S&P GSCI COMMODITY I		
5979	46428750		ISHARES S&P MIDCAP 400		
5980	46428868		ISHARES S&P PREFERRED STK		
5981	46428780		ISHARES S&P SMALLCAP 600		
5982	46428Q109		ISHARES SILVER TRUST		
5983	46428717		ISHARES TIPS BOND ETF		
5984	464287382		ISHARES TR		
5985	46432FBC0		ISHARES TR		
5986	46434V787		ISHARES TR		
5987	464287606		ISHARES TR		
5988	464287598		ISHARES TR		
5989	46429B200		ISHARES TR		
5990	46434V54		ISHARES TR		
5991	46435G821		ISHARES TR		
5992	464287168		ISHARES TR		
5993	46435G714		ISHARES TR		
5994	46429B416		ISHARES TR		
5995	46434V316		ISHARES TR		
5996	46432F396		ISHARES TR		
5997	464287432		ISHARES TR		
5998	46435G524		ISHARES TR		
5999	464287333		ISHARES TR		
6000	464287481		ISHARES TR		
6001	46432F388		ISHARES TR		
6002	46435G508		ISHARES TR		
6003	46429B333	n/a	ISHARES TR	n/a	NASDAQ:GNMA
6004	464287812		ISHARES TR		
6005	46435G755		ISHARES TR		
6006	46429B580		ISHARES TR		
6007	46434V647		ISHARES TR		
6008	464287655		ISHARES TR		
6009	464287838		ISHARES TR		
6010	46434V696		ISHARES TR		
6011	464287374		ISHARES TR		
6012	464287119		ISHARES TR		
6013	464287630		ISHARES TR		
6014	46435G839		ISHARES TR		
6015	464287614		ISHARES TR		
6016	46435G813		ISHARES TR		
6017	46435G474		ISHARES TR		
6018	46435G102		ISHARES TR		
6019	46434VAX8		ISHARES TR		
6020	46429B408		ISHARES TR		
6021	464287234	Commercial Banks	ISHARES TR	Finance	NYSE:RBS
6022	46432F834		ISHARES TR		
6023	464287390		ISHARES TR		
6024	46435G870		ISHARES TR		
6025	46435G698		ISHARES TR		
6026	46429B465		ISHARES TR		
6027	464287176		ISHARES TR		
6028	464287408		ISHARES TR		
6029	464287150		ISHARES TR		
6030	46434V803		ISHARES TR		
6031	46434VAR1		ISHARES TR		
6032	464287275		ISHARES TR		
6033	46434V266		ISHARES TR		
6034	46434V100		ISHARES TR		
6035	46432FAZ0		ISHARES TR		
6036	46432F875		ISHARES TR		
6037	46435G797		ISHARES TR		
6038	464287440		ISHARES TR		
6039	464287465		ISHARES TR		
6040	46434V860		ISHARES TR		
6041	46434V712		ISHARES TR		
6042	464287549		ISHARES TR		
6043	46434V464		ISHARES TR		
6044	46434V407		ISHARES TR		
6045	46434V381		ISHARES TR		
6046	46432F859		ISHARES TR		
6047	46435G615		ISHARES TR		
6048	46434VBG4		ISHARES TR		
6049	464287572		ISHARES TR		
6050	46432FAN7		ISHARES TR		
6051	46434V738		ISHARES TR		
6052	46435G631		ISHARES TR		
6053	464287291		ISHARES TR		
6054	464288653		ISHARES TR		
6055	46429B697		ISHARES TR		
6056	46435G789		ISHARES TR		
6057	46434V548		ISHARES TR		
6058	46429B309		ISHARES TR		
6059	46435G656		ISHARES TR		
6060	464287705		ISHARES TR		
6061	46429B655		ISHARES TR		
6062	46434VBA7		ISHARES TR		
6063	464287556	n/a	ISHARES TR	n/a	NASDAQ:IBB
6064	46434V779	n/a	ISHARES TR	n/a	NASDAQ:QAT
6065	46429B135		ISHARES TR		
6066	46435G672		ISHARES TR		
6067	464287721		ISHARES TR		
6068	46429B671		ISHARES TR		
6069	46435G441		ISHARES TR		
6070	464287184		ISHARES TR		
6071	46429B515		ISHARES TR		
6072	46434V639		ISHARES TR		
6073	46435G599		ISHARES TR		
6074	464287762		ISHARES TR		
6075	464287531		ISHARES TR		
6076	46434V449		ISHARES TR		
6077	464287515		ISHARES TR		
6078	464287846		ISHARES TR		
6079	464287861		ISHARES TR		
6080	46434V886		ISHARES TR		
6081	46434V282		ISHARES TR		
6082	464287309		ISHARES TR		
6083	46434V613		ISHARES TR		
6084	46435G557		ISHARES TR		
6085	46434VAA8		ISHARES TR		
6086	46435G888		ISHARES TR		
6087	464287689		ISHARES TR		
6088	464287663		ISHARES TR		
6089	464287804		ISHARES TR		
6090	464287499		ISHARES TR		
6091	464287325		ISHARES TR		
6092	46435G573		ISHARES TR		
6093	46435G516		ISHARES TR		
6094	464287648		ISHARES TR		
6095	46435G722		ISHARES TR		
6096	464287127		ISHARES TR		
6097	464287341		ISHARES TR		
6098	46435G680		ISHARES TR		
6099	46435G862		ISHARES TR		
6100	464287226		ISHARES TR		
6101	464287887		ISHARES TR		
6102	46428723		ISHARES TR		
6103	46428746		ISHARES TR		
6104	46429B267		ISHARES TR		
6105	464287457		ISHARES TR		
6106	46429B366		ISHARES TR		
6107	46432FAG2		ISHARES TR		
6108	46434VAU4		ISHARES TR		
6109	46435G847		ISHARES TR		
6110	464287580		ISHARES TR		
6111	464287200		ISHARES TR		
6112	46428765		ISHARES TR		
6113	46434V274		ISHARES TR		
6114	464287796		ISHARES TR		
6115	46429B499		ISHARES TR		
6116	464287242		ISHARES TR		
6117	46432F339		ISHARES TR		
6118	46432F842		ISHARES TR		
6119	46434V878		ISHARES TR		
6120	46434V704		ISHARES TR		
6121	46435G607		ISHARES TR		
6122	464287788		ISHARES TR		
6123	46434VAJ9		ISHARES TR		
6124	46434V720		ISHARES TR		
6125	46434V746		ISHARES TR		
6126	46435G623		ISHARES TR		
6127	464287754		ISHARES TR		
6128	46434V514		ISHARES TR		
6129	46435G409		ISHARES TR		
6130	46429B747		ISHARES TR		
6131	464287564		ISHARES TR		
6132	46434V761	n/a	ISHARES TR	n/a	NASDAQ:UAE
6133	46435G649		ISHARES TR		
6134	464287770		ISHARES TR		
6135	46434VBD1		ISHARES TR		
6136	46434VAQ3		ISHARES TR		
6137	46429B689		ISHARES TR		
6138	46434V571		ISHARES TR		
6139	46432F370		ISHARES TR		
6140	46432FAK3		ISHARES TR		
6141	464287523	n/a	ISHARES TR	n/a	NASDAQ:SOXX
6142	46429B614		ISHARES TR		
6143	46435G664		ISHARES TR		
6144	46435G581		ISHARES TR		
6145	464287507		ISHARES TR		
6146	464287713		ISHARES TR		
6147	46429B507		ISHARES TR		
6148	46434V621		ISHARES TR		
6149	46435G540		ISHARES TR		
6150	464287697		ISHARES TR		
6151	46434V456		ISHARES TR		
6152	464287739		ISHARES TR		
6153	464287192		ISHARES TR		
6154	46434VBK5		ISHARES TR		
6155	46429B523		ISHARES TR		
6156	46429B291		ISHARES TR		
6157	46429B663		ISHARES TR		
6158	46429B606		ISHARES TR		
6159	46435G565		ISHARES TR		
6160	464287671		ISHARES TR		
6161	46434V290		ISHARES TR		
6162	464287879		ISHARES TR		
6163	46432FAW7		ISHARES TR		
6164	46429B564		ISHARES TR		
6165	46435G532		ISHARES TR		
6166	464287473		ISHARES TR		
6167	464287622		ISHARES TR		
6168	46434V423		ISHARES TR		
6169	46435G706		ISHARES TR		
6170	464287101		ISHARES TR		
6171	46429B598		ISHARES TR		
6172	46431W838		ISHARES U S ETF TR		
6173	46431W846		ISHARES U S ETF TR		
6174	46431W705		ISHARES U S ETF TR		
6175	46431W507		ISHARES U S ETF TR		
6176	46431W820		ISHARES U S ETF TR		
6177	46431W853	n/a	ISHARES U S ETF TR	n/a	NASDAQ:COMT
6178	46431W606		ISHARES U S ETF TR		
6179	46431W812		ISHARES U S ETF TR		
6180	464288SST		ISHS MSCI USA DIV IQ UCITS ETF		
6181	464330109	Major Pharmaceuticals	ISIS PHARMACEUTICALS INC	Health Care	NASDAQ:ISIS
6182	464337AJ3		ISIS PHARMACEUTICALS INC DEL		
6183	464337AG9		ISIS PHARMACEUTICALS INC DEL		
6184	46459210		ISLE OF CAPRI CASINOS INC		
6185	464592104	Hotels/Resorts	ISLE OF CAPRI CASINOS INC	Consumer Services	NASDAQ:ISLE
6186	46489V104		ISORAY INC		
6187	M5920A109		ISRAEL CHEMICALS LTD		
6188	465141406	Oil & Gas Production	ISRAMCO INC	Energy	NASDAQ:ISRL
6189	46520M204		ISSUER DIRECT CORPORATION		
6190	45031U507		ISTAR FINANC 7.875% PFD PFD SE		
6191	45031U101	Real Estate Investment Trusts	ISTAR FINL INC	Consumer Services	NYSE:STAR          
6192	45031UBR1		ISTAR FINL INC		
6193	465254209		ISUZU MOTORS LTD ADR		
6194	45033E10		ITAU CORPBANCA		
6195	45033E105		ITAU CORPBANCA		
6196	465562106	Major Banks	ITAU UNIBANCO HLDG SA	Finance	NYSE:ITUB
6197	46556210		ITAU UNIBANCO HLDG SA		
6198	465685105	Electric Utilities: Central	ITC HLDGS CORP	Public Utilities	NYSE:ITC
6199	46568510		ITC HLDGS CORP		
6200	46564T107		ITERIS INC		
6201	465717106		ITOCHU CORP ADR		
6202	465720100		ITOCHU TECHNO-SOLOT-UNSP ADR		
6203	46574110		ITRON INC		
6204	465741106	Electrical Products	ITRON INC	Capital Goods	NASDAQ:ITRI
6205	450911201	Electrical Products	ITT CORP NEW	Capital Goods	NASDAQ:IIN
6206	45068B109	Other Consumer Services	ITT EDUCATIONAL SERVICES INC	Consumer Services	NYSE:ESI
6207	45073V108		ITT INC		
6208	45073V10		ITT INC		
6209	M6158M104	Electronic Components	ITURAN LOCATION AND CONTROL	Consumer Non-Durables	NASDAQ:ITRN
6210	45069V203	Multi-Sector Companies	ITUS CORP	Miscellaneous	NASDAQ:ITUS
6211	45069P107		ITV PLC ADR		
6212	45070A107		IVA WORLDWIDE FUND		
6213	46579R104		IVANHOE MINES LTD		
6214	466000734		IVY FDS ASSET STRATEGY C		
6215	465893105	n/a	IVY HIGH INC OPPORTUNITIES F	n/a	NYSE:IVH
6216	45071R10		IXIA		
6217	45071R109	Electrical Products	IXIA	Capital Goods	NASDAQ:XXIA
6218	46600W106	Semiconductors	IXYS CORP	Technology	NASDAQ:IXYS
6219	46600W10		IXYS CORP		
6220	46603N301		IZEA INC		
6221	46603N202		IZEA INC		
6222	46603210		J & J SNACK FOODS CORP		
6223	466032109	Specialty Foods	J & J SNACK FOODS CORP	Consumer Non-Durables	NASDAQ:JJSF
6224	46609J106		J ALEXANDERS HLDGS INC		
6225	46618D108		J G WENTWORTH CO		
6226	46641Q886		J P MORGAN EXCHANGE TRADED F		
6227	46641Q100		J P MORGAN EXCHANGE TRADED F		
6228	46641Q407		J P MORGAN EXCHANGE TRADED F		
6229	46641Q605		J P MORGAN EXCHANGE TRADED F		
6230	46641Q209		J P MORGAN EXCHANGE TRADED F		
6231	46641Q506		J P MORGAN EXCHANGE TRADED F		
6232	46641Q308		J P MORGAN EXCHANGE TRADED F		
6233	46641Q704		J P MORGAN EXCHANGE TRADED F		
6234	466249208		J. SAINSBURY PLC-SPONS ADR		
6235	616880100		J.P. MORGAN CHASE		
6236	48123V102		J2 GLOBAL INC		
6237	48123VAC6		J2 GLOBAL INC		
6238	48123V10		J2 GLOBAL INC		
6239	466090206		JA SOLAR HOLDINGS CO LTD		
6240	46609020		JA SOLAR HOLDINGS CO LTD		
6241	466313103	Electrical Products	JABIL CIRCUIT INC	Technology	NYSE:JBL
6242	466367109	Restaurants	JACK IN THE BOX INC	Consumer Services	NASDAQ:JACK
6243	46924R106	Savings Institutions	JACKSONVILLE BANCORP INC MD	Finance	NASDAQ:JXSB
6244	469814107	Military/Government/Technical	JACOBS ENGR GROUP INC DEL	Basic Industries	NYSE:JEC
6245	47008L106	Major Pharmaceuticals	JAGUAR ANIMAL HEALTH INC	Health Care	NASDAQ:JAGX
6246	47012E106	Recreational Products/Toys	JAKKS PAC INC	Consumer Non-Durables	NASDAQ:JAKK
6247	47023A309	Restaurants	JAMBA INC	Consumer Services	NASDAQ:JMBA
6248	47030M106	Building Materials	JAMES HARDIE INDS PLC	Capital Goods	NYSE:JHX
6249	B60QWJ2		JAMES HARDIE INDUS CDI		
6250	470123993		JAMES HARDIE INDUSTRIES-CDI		
6251	G5005R107	Property-Casualty Insurers	JAMES RIV GROUP LTD	Finance	NASDAQ:JRVR
6252	G5005R10		JAMES RIV GROUP LTD		
6253	47103C605		JANUS BALANCED FUND		
6254	520456914		JANUS CAP GLOBAL LIFE SCIENCES		
6255	47102XAH8		JANUS CAP GROUP INC		
6256	47102X105	Investment Managers	JANUS CAP GROUP INC	Finance	NYSE:JNS
6257	47103U407		JANUS DETROIT STR TR		
6258	47103U100		JANUS DETROIT STR TR		
6259	47103U209		JANUS DETROIT STR TR		
6260	47103U506		JANUS DETROIT STR TR		
6261	471023804		JANUS INVT FD ENTERPRISE FD		
6262	471023507		JANUS VENTURE FUND		
6263	471038109		JAPAN AIRLS LTD		
6264	471042101		JAPAN AIRPORT TERMINAL CO LTD		
6265	471059105		JAPAN EXCHANGE GROUP INC		
6266	471095208		JAPAN RETAIL FUND INVESTMENT		
6267	47109U104		JAPAN SMALLER CAPTLZTN FD IN		
6268	6474535		JAPAN TOBACCO INC		
6269	471105205		JAPAN TOBACCO INC-UNSPON ADR		
6270	J27869106		JAPAN TOBACCO INC.		
6271	471109AM0		JARDEN CORP		
6272	471109AL2		JARDEN CORP		
6273	471115998		JARDINE MATHESON HLDGS LTD		
6274	G50736100		JARDINE MATHESON HLDGS LTD ORD		
6275	471115402		JARDINE MATHESON UNSPONS ADR		
6276	Y71285103		JASA MARGA (JSMR IJ) SEDOL B28		
6277	471172106	Business Services	JASON INDS INC	Finance	NASDAQ:QPAC
6278	472145AB7		JAZZ INVESTMENTS I LTD		
6279	G50871105		JAZZ PHARMACEUTICALS PLC		
6280	B4Q5ZN4		JAZZ PHARMACEUTICALS PLC		
6281	073667224		JAZZ PHARMACEUTICALS PLC		
6282	47216EAA8		JAZZ US HLDGS INC		
6283	466110103		JBS		
6284	F5333N100		JC DECAUX SA ACT		
6285	47215P106	Other Specialty Stores	JD COM INC	Consumer Services	NASDAQ:JD
6286	46612JAF8		JDS UNIPHASE CORP		
6287	47215Q104		JEAN COUTU GROUP     CO		
6288	472319AG7		JEFFERIES GROUP INC NEW		
6289	639323620		JELD-WEN		
6290	47632B128		JENSYN ACQUISITION CORP		
6291	47632B201		JENSYN ACQUISITION CORP		
6292	47632B102		JENSYN ACQUISITION CORP		
6293	476405105	Real Estate Investment Trusts	JERNIGAN CAP INC	Consumer Services	NYSE:JCAP
6294	476493101		JERONIMO MARTINS SGPS SA - ADR		
6295	477143101	Air Freight/Delivery Services	JETBLUE AIRWAYS CORP	Transportation	NASDAQ:JBLU
6296	477143AG6		JETBLUE AIRWAYS CORP		
6297	477177109		JETPAY CORP		
6298	47733C207	RETAIL: Building Materials	JEWETT CAMERON TRADING LTD	Consumer Services	NASDAQ:JCTCF
6299	466140100		JGC CORP ADR		
6300	47804A122		JH ALT ASSET ALLOC I		
6301	477373104		JIANGSU EXPRESS CO SPONS ADR		
6302	47759T10		JINKOSOLAR HLDG CO L		
6303	47759T100	Semiconductors	JINKOSOLAR HLDG CO LTD	Technology	NYSE:JKS
6304	G51385AA3		JINKOSOLAR HLDG CO LTD		
6305	47760A108	EDP Services	JIVE SOFTWARE INC	Technology	NASDAQ:JIVE
6306	47760A10		JIVE SOFTWARE INC		
6307	46590H101	Business Services	JM GLOBAL HLDG CO	Finance	NASDAQ:WYIGU
6308	46590H119		JM GLOBAL HLDG CO		
6309	46590H200		JM GLOBAL HLDG CO		
6310	46629U206	Investment Bankers/Brokers/Service	JMP GROUP 8.00% SRDEB DUE1/202	Finance	NYSE:JMPB
6311	46629U107	Investment Bankers/Brokers/Service	JMP GROUP INC	Finance	NYSE:JMP
6312	47783910		JOHN BEAN TECHNOLOGIES CORP		
6313	477839104	Industrial Machinery/Components	JOHN BEAN TECHNOLOGIES CORP	Technology	NYSE:JBT
6314	47803P708		JOHN HANCOCK BALANCED FUND - C		
6315	47804J503		JOHN HANCOCK EXCHANGE TRADED		
6316	47804J875		JOHN HANCOCK EXCHANGE TRADED		
6317	47804J206		JOHN HANCOCK EXCHANGE TRADED		
6318	47804J404		JOHN HANCOCK EXCHANGE TRADED		
6319	47804J867		JOHN HANCOCK EXCHANGE TRADED		
6320	47804J107		JOHN HANCOCK EXCHANGE TRADED		
6321	47804J883		JOHN HANCOCK EXCHANGE TRADED		
6322	47804J602		JOHN HANCOCK EXCHANGE TRADED		
6323	47804J305		JOHN HANCOCK EXCHANGE TRADED		
6324	47805A105		JOHN HANCOCK FDS II NEW		
6325	47803W406		JOHN HANCOCK FDS III		
6326	47803U640		JOHN HANCOCK FDS III		
6327	47803T627		JOHN HANCOCK FDS III		
6328	47803U517		JOHN HANCOCK FDS III		
6329	409902830		JOHN HANCOCK GLOBAL LEADERS GROWTH FD A #26		
