,Name,Start,Years Active,Year,Current_Citations,Age,Last_citations,Last2_citations,Last3_citations,Last4_citations,Last5_citations
254,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2014,488,24,565.0,511.0,452.0,450.0,524.0
255,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2015,473,25,488.0,565.0,511.0,452.0,450.0
256,Takeo Hoshi (RuAbhuUAAAAJ),1990,26,2016,309,26,473.0,488.0,565.0,511.0,452.0
257,Marta A. Jarzyna (ZG8QBsIAAAAJ),2014,2,2014,2,0,,,,,
258,Marta A. Jarzyna (ZG8QBsIAAAAJ),2014,2,2015,8,1,2.0,,,,
259,Marta A. Jarzyna (ZG8QBsIAAAAJ),2014,2,2016,5,2,8.0,2.0,,,
260,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1989,30,0,,,,,
261,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1990,46,1,30.0,,,,
262,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1991,49,2,46.0,30.0,,,
263,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1992,36,3,49.0,46.0,30.0,,
264,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1993,46,4,36.0,49.0,46.0,30.0,
265,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1994,64,5,46.0,36.0,49.0,46.0,30.0
266,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1995,91,6,64.0,46.0,36.0,49.0,46.0
267,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1996,100,7,91.0,64.0,46.0,36.0,49.0
268,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1997,139,8,100.0,91.0,64.0,46.0,36.0
269,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1998,135,9,139.0,100.0,91.0,64.0,46.0
270,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,1999,148,10,135.0,139.0,100.0,91.0,64.0
271,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2000,175,11,148.0,135.0,139.0,100.0,91.0
272,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2001,212,12,175.0,148.0,135.0,139.0,100.0
273,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2002,224,13,212.0,175.0,148.0,135.0,139.0
274,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2003,294,14,224.0,212.0,175.0,148.0,135.0
275,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2004,289,15,294.0,224.0,212.0,175.0,148.0
276,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2005,313,16,289.0,294.0,224.0,212.0,175.0
277,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2006,443,17,313.0,289.0,294.0,224.0,212.0
278,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2007,477,18,443.0,313.0,289.0,294.0,224.0
279,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2008,461,19,477.0,443.0,313.0,289.0,294.0
280,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2009,477,20,461.0,477.0,443.0,313.0,289.0
281,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2010,588,21,477.0,461.0,477.0,443.0,313.0
282,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2011,598,22,588.0,477.0,461.0,477.0,443.0
283,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2012,651,23,598.0,588.0,477.0,461.0,477.0
284,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2013,729,24,651.0,598.0,588.0,477.0,461.0
285,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2014,781,25,729.0,651.0,598.0,588.0,477.0
286,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2015,933,26,781.0,729.0,651.0,598.0,588.0
287,"Andrew W. Robertson, PhD (WMBEnXAAAAAJ)",1989,27,2016,866,27,933.0,781.0,729.0,651.0,598.0
288,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2004,1,0,,,,,
289,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2007,1,3,,,1.0,,
290,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2008,1,4,1.0,,,1.0,
291,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2009,1,5,1.0,1.0,,,1.0
292,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2010,5,6,1.0,1.0,1.0,,
293,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2011,8,7,5.0,1.0,1.0,1.0,
294,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2012,13,8,8.0,5.0,1.0,1.0,1.0
295,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2013,15,9,13.0,8.0,5.0,1.0,1.0
296,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2014,16,10,15.0,13.0,8.0,5.0,1.0
297,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2015,45,11,16.0,15.0,13.0,8.0,5.0
298,Kenji Mishiro (ySJx3wcAAAAJ),2004,12,2016,68,12,45.0,16.0,15.0,13.0,8.0
299,Colin Kremer (BRbxQwwAAAAJ),2012,4,2012,2,0,,,,,
300,Colin Kremer (BRbxQwwAAAAJ),2012,4,2013,23,1,2.0,,,,
301,Colin Kremer (BRbxQwwAAAAJ),2012,4,2014,41,2,23.0,2.0,,,
302,Colin Kremer (BRbxQwwAAAAJ),2012,4,2015,60,3,41.0,23.0,2.0,,
303,Colin Kremer (BRbxQwwAAAAJ),2012,4,2016,75,4,60.0,41.0,23.0,2.0,
304,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1985,24,0,,,,,
305,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1986,21,1,24.0,,,,
306,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1987,28,2,21.0,24.0,,,
307,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1988,40,3,28.0,21.0,24.0,,
308,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1989,42,4,40.0,28.0,21.0,24.0,
309,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1990,51,5,42.0,40.0,28.0,21.0,24.0
310,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1991,51,6,51.0,42.0,40.0,28.0,21.0
311,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1992,119,7,51.0,51.0,42.0,40.0,28.0
312,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1993,115,8,119.0,51.0,51.0,42.0,40.0
313,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1994,126,9,115.0,119.0,51.0,51.0,42.0
314,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1995,141,10,126.0,115.0,119.0,51.0,51.0
315,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1996,113,11,141.0,126.0,115.0,119.0,51.0
316,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1997,149,12,113.0,141.0,126.0,115.0,119.0
317,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1998,212,13,149.0,113.0,141.0,126.0,115.0
318,Michael L. Overton (q6LXYtUAAAAJ),1985,31,1999,168,14,212.0,149.0,113.0,141.0,126.0
319,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2000,206,15,168.0,212.0,149.0,113.0,141.0
320,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2001,187,16,206.0,168.0,212.0,149.0,113.0
321,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2002,229,17,187.0,206.0,168.0,212.0,149.0
322,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2003,222,18,229.0,187.0,206.0,168.0,212.0
323,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2004,245,19,222.0,229.0,187.0,206.0,168.0
324,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2005,273,20,245.0,222.0,229.0,187.0,206.0
325,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2006,316,21,273.0,245.0,222.0,229.0,187.0
326,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2007,336,22,316.0,273.0,245.0,222.0,229.0
327,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2008,305,23,336.0,316.0,273.0,245.0,222.0
328,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2009,327,24,305.0,336.0,316.0,273.0,245.0
329,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2010,332,25,327.0,305.0,336.0,316.0,273.0
330,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2011,354,26,332.0,327.0,305.0,336.0,316.0
331,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2012,477,27,354.0,332.0,327.0,305.0,336.0
332,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2013,494,28,477.0,354.0,332.0,327.0,305.0
333,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2014,456,29,494.0,477.0,354.0,332.0,327.0
334,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2015,479,30,456.0,494.0,477.0,354.0,332.0
335,Michael L. Overton (q6LXYtUAAAAJ),1985,31,2016,316,31,479.0,456.0,494.0,477.0,354.0
336,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2005,5,0,,,,,
337,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2006,7,1,5.0,,,,
338,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2007,15,2,7.0,5.0,,,
339,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2008,19,3,15.0,7.0,5.0,,
340,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2009,24,4,19.0,15.0,7.0,5.0,
341,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2010,33,5,24.0,19.0,15.0,7.0,5.0
342,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2011,45,6,33.0,24.0,19.0,15.0,7.0
343,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2012,48,7,45.0,33.0,24.0,19.0,15.0
344,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2013,45,8,48.0,45.0,33.0,24.0,19.0
345,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2014,62,9,45.0,48.0,45.0,33.0,24.0
346,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2015,96,10,62.0,45.0,48.0,45.0,33.0
347,Cati G. Brown-Johnson (qzMTOosAAAAJ),2005,11,2016,101,11,96.0,62.0,45.0,48.0,45.0
348,Howard Stone (6iwsuOEAAAAJ),1996,20,1996,113,0,,,,,
349,Howard Stone (6iwsuOEAAAAJ),1996,20,1997,153,1,113.0,,,,
350,Howard Stone (6iwsuOEAAAAJ),1996,20,1998,147,2,153.0,113.0,,,
351,Howard Stone (6iwsuOEAAAAJ),1996,20,1999,210,3,147.0,153.0,113.0,,
352,Howard Stone (6iwsuOEAAAAJ),1996,20,2000,178,4,210.0,147.0,153.0,113.0,
353,Howard Stone (6iwsuOEAAAAJ),1996,20,2001,299,5,178.0,210.0,147.0,153.0,113.0
354,Howard Stone (6iwsuOEAAAAJ),1996,20,2002,419,6,299.0,178.0,210.0,147.0,153.0
355,Howard Stone (6iwsuOEAAAAJ),1996,20,2003,475,7,419.0,299.0,178.0,210.0,147.0
356,Howard Stone (6iwsuOEAAAAJ),1996,20,2004,777,8,475.0,419.0,299.0,178.0,210.0
357,Howard Stone (6iwsuOEAAAAJ),1996,20,2005,1138,9,777.0,475.0,419.0,299.0,178.0
358,Howard Stone (6iwsuOEAAAAJ),1996,20,2006,1548,10,1138.0,777.0,475.0,419.0,299.0
359,Howard Stone (6iwsuOEAAAAJ),1996,20,2007,1795,11,1548.0,1138.0,777.0,475.0,419.0
360,Howard Stone (6iwsuOEAAAAJ),1996,20,2008,2146,12,1795.0,1548.0,1138.0,777.0,475.0
361,Howard Stone (6iwsuOEAAAAJ),1996,20,2009,2523,13,2146.0,1795.0,1548.0,1138.0,777.0
362,Howard Stone (6iwsuOEAAAAJ),1996,20,2010,2539,14,2523.0,2146.0,1795.0,1548.0,1138.0
363,Howard Stone (6iwsuOEAAAAJ),1996,20,2011,3027,15,2539.0,2523.0,2146.0,1795.0,1548.0
364,Howard Stone (6iwsuOEAAAAJ),1996,20,2012,3237,16,3027.0,2539.0,2523.0,2146.0,1795.0
365,Howard Stone (6iwsuOEAAAAJ),1996,20,2013,3466,17,3237.0,3027.0,2539.0,2523.0,2146.0
366,Howard Stone (6iwsuOEAAAAJ),1996,20,2014,3644,18,3466.0,3237.0,3027.0,2539.0,2523.0
367,Howard Stone (6iwsuOEAAAAJ),1996,20,2015,3985,19,3644.0,3466.0,3237.0,3027.0,2539.0
368,Howard Stone (6iwsuOEAAAAJ),1996,20,2016,4422,20,3985.0,3644.0,3466.0,3237.0,3027.0
369,Denis Pelli (EO6eQRkAAAAJ),1987,29,1987,66,0,,,,,
370,Denis Pelli (EO6eQRkAAAAJ),1987,29,1988,26,1,66.0,,,,
371,Denis Pelli (EO6eQRkAAAAJ),1987,29,1989,57,2,26.0,66.0,,,
372,Denis Pelli (EO6eQRkAAAAJ),1987,29,1990,62,3,57.0,26.0,66.0,,
373,Denis Pelli (EO6eQRkAAAAJ),1987,29,1991,61,4,62.0,57.0,26.0,66.0,
374,Denis Pelli (EO6eQRkAAAAJ),1987,29,1992,114,5,61.0,62.0,57.0,26.0,66.0
375,Denis Pelli (EO6eQRkAAAAJ),1987,29,1993,93,6,114.0,61.0,62.0,57.0,26.0
376,Denis Pelli (EO6eQRkAAAAJ),1987,29,1994,128,7,93.0,114.0,61.0,62.0,57.0
377,Denis Pelli (EO6eQRkAAAAJ),1987,29,1995,179,8,128.0,93.0,114.0,61.0,62.0
378,Denis Pelli (EO6eQRkAAAAJ),1987,29,1996,134,9,179.0,128.0,93.0,114.0,61.0
379,Denis Pelli (EO6eQRkAAAAJ),1987,29,1997,185,10,134.0,179.0,128.0,93.0,114.0
380,Denis Pelli (EO6eQRkAAAAJ),1987,29,1998,215,11,185.0,134.0,179.0,128.0,93.0
381,Denis Pelli (EO6eQRkAAAAJ),1987,29,1999,234,12,215.0,185.0,134.0,179.0,128.0
382,Denis Pelli (EO6eQRkAAAAJ),1987,29,2000,225,13,234.0,215.0,185.0,134.0,179.0
383,Denis Pelli (EO6eQRkAAAAJ),1987,29,2001,262,14,225.0,234.0,215.0,185.0,134.0
384,Denis Pelli (EO6eQRkAAAAJ),1987,29,2002,318,15,262.0,225.0,234.0,215.0,185.0
385,Denis Pelli (EO6eQRkAAAAJ),1987,29,2003,355,16,318.0,262.0,225.0,234.0,215.0
386,Denis Pelli (EO6eQRkAAAAJ),1987,29,2004,451,17,355.0,318.0,262.0,225.0,234.0
387,Denis Pelli (EO6eQRkAAAAJ),1987,29,2005,492,18,451.0,355.0,318.0,262.0,225.0
388,Denis Pelli (EO6eQRkAAAAJ),1987,29,2006,625,19,492.0,451.0,355.0,318.0,262.0
389,Denis Pelli (EO6eQRkAAAAJ),1987,29,2007,681,20,625.0,492.0,451.0,355.0,318.0
390,Denis Pelli (EO6eQRkAAAAJ),1987,29,2008,712,21,681.0,625.0,492.0,451.0,355.0
391,Denis Pelli (EO6eQRkAAAAJ),1987,29,2009,908,22,712.0,681.0,625.0,492.0,451.0
392,Denis Pelli (EO6eQRkAAAAJ),1987,29,2010,905,23,908.0,712.0,681.0,625.0,492.0
393,Denis Pelli (EO6eQRkAAAAJ),1987,29,2011,1112,24,905.0,908.0,712.0,681.0,625.0
394,Denis Pelli (EO6eQRkAAAAJ),1987,29,2012,1199,25,1112.0,905.0,908.0,712.0,681.0
395,Denis Pelli (EO6eQRkAAAAJ),1987,29,2013,1499,26,1199.0,1112.0,905.0,908.0,712.0
396,Denis Pelli (EO6eQRkAAAAJ),1987,29,2014,1543,27,1499.0,1199.0,1112.0,905.0,908.0
397,Denis Pelli (EO6eQRkAAAAJ),1987,29,2015,1606,28,1543.0,1499.0,1199.0,1112.0,905.0
398,Denis Pelli (EO6eQRkAAAAJ),1987,29,2016,1599,29,1606.0,1543.0,1499.0,1199.0,1112.0
399,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,1998,169,0,,,,,
400,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,1999,218,1,169.0,,,,
401,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2000,366,2,218.0,169.0,,,
402,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2001,607,3,366.0,218.0,169.0,,
403,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2002,948,4,607.0,366.0,218.0,169.0,
404,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2003,1229,5,948.0,607.0,366.0,218.0,169.0
405,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2004,1440,6,1229.0,948.0,607.0,366.0,218.0
406,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2005,1599,7,1440.0,1229.0,948.0,607.0,366.0
407,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2006,1951,8,1599.0,1440.0,1229.0,948.0,607.0
408,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2007,2384,9,1951.0,1599.0,1440.0,1229.0,948.0
409,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2008,2658,10,2384.0,1951.0,1599.0,1440.0,1229.0
410,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2009,2915,11,2658.0,2384.0,1951.0,1599.0,1440.0
411,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2010,3059,12,2915.0,2658.0,2384.0,1951.0,1599.0
412,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2011,3205,13,3059.0,2915.0,2658.0,2384.0,1951.0
413,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2012,3353,14,3205.0,3059.0,2915.0,2658.0,2384.0
414,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2013,3529,15,3353.0,3205.0,3059.0,2915.0,2658.0
415,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2014,3280,16,3529.0,3353.0,3205.0,3059.0,2915.0
416,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2015,3153,17,3280.0,3529.0,3353.0,3205.0,3059.0
417,Ranjay Gulati (Y5K6I3wAAAAJ),1998,18,2016,2628,18,3153.0,3280.0,3529.0,3353.0,3205.0
418,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2000,9,0,,,,,
419,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2001,16,1,9.0,,,,
420,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2002,42,2,16.0,9.0,,,
421,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2003,39,3,42.0,16.0,9.0,,
422,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2004,67,4,39.0,42.0,16.0,9.0,
423,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2005,77,5,67.0,39.0,42.0,16.0,9.0
424,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2006,57,6,77.0,67.0,39.0,42.0,16.0
425,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2007,98,7,57.0,77.0,67.0,39.0,42.0
426,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2008,108,8,98.0,57.0,77.0,67.0,39.0
427,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2009,110,9,108.0,98.0,57.0,77.0,67.0
428,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2010,147,10,110.0,108.0,98.0,57.0,77.0
429,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2011,98,11,147.0,110.0,108.0,98.0,57.0
430,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2012,111,12,98.0,147.0,110.0,108.0,98.0
431,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2013,169,13,111.0,98.0,147.0,110.0,108.0
432,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2014,160,14,169.0,111.0,98.0,147.0,110.0
433,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2015,141,15,160.0,169.0,111.0,98.0,147.0
434,Kimiko Ryokai (N2Rbbw8AAAAJ),2000,16,2016,69,16,141.0,160.0,169.0,111.0,98.0
435,Lee Fleming (8GKMVBgAAAAJ),2002,14,2002,28,0,,,,,
436,Lee Fleming (8GKMVBgAAAAJ),2002,14,2003,57,1,28.0,,,,
437,Lee Fleming (8GKMVBgAAAAJ),2002,14,2004,117,2,57.0,28.0,,,
438,Lee Fleming (8GKMVBgAAAAJ),2002,14,2005,141,3,117.0,57.0,28.0,,
439,Lee Fleming (8GKMVBgAAAAJ),2002,14,2006,203,4,141.0,117.0,57.0,28.0,
440,Lee Fleming (8GKMVBgAAAAJ),2002,14,2007,324,5,203.0,141.0,117.0,57.0,28.0
441,Lee Fleming (8GKMVBgAAAAJ),2002,14,2008,385,6,324.0,203.0,141.0,117.0,57.0
442,Lee Fleming (8GKMVBgAAAAJ),2002,14,2009,436,7,385.0,324.0,203.0,141.0,117.0
443,Lee Fleming (8GKMVBgAAAAJ),2002,14,2010,622,8,436.0,385.0,324.0,203.0,141.0
444,Lee Fleming (8GKMVBgAAAAJ),2002,14,2011,634,9,622.0,436.0,385.0,324.0,203.0
445,Lee Fleming (8GKMVBgAAAAJ),2002,14,2012,752,10,634.0,622.0,436.0,385.0,324.0
446,Lee Fleming (8GKMVBgAAAAJ),2002,14,2013,1004,11,752.0,634.0,622.0,436.0,385.0
447,Lee Fleming (8GKMVBgAAAAJ),2002,14,2014,1006,12,1004.0,752.0,634.0,622.0,436.0
448,Lee Fleming (8GKMVBgAAAAJ),2002,14,2015,1086,13,1006.0,1004.0,752.0,634.0,622.0
449,Lee Fleming (8GKMVBgAAAAJ),2002,14,2016,755,14,1086.0,1006.0,1004.0,752.0,634.0
450,Simon Levin (7PeekG0AAAAJ),1980,36,1980,134,0,,,,,
451,Simon Levin (7PeekG0AAAAJ),1980,36,1981,149,1,134.0,,,,
452,Simon Levin (7PeekG0AAAAJ),1980,36,1982,152,2,149.0,134.0,,,
453,Simon Levin (7PeekG0AAAAJ),1980,36,1983,160,3,152.0,149.0,134.0,,
454,Simon Levin (7PeekG0AAAAJ),1980,36,1984,201,4,160.0,152.0,149.0,134.0,
455,Simon Levin (7PeekG0AAAAJ),1980,36,1985,182,5,201.0,160.0,152.0,149.0,134.0
456,Simon Levin (7PeekG0AAAAJ),1980,36,1986,219,6,182.0,201.0,160.0,152.0,149.0
457,Simon Levin (7PeekG0AAAAJ),1980,36,1987,226,7,219.0,182.0,201.0,160.0,152.0
458,Simon Levin (7PeekG0AAAAJ),1980,36,1988,249,8,226.0,219.0,182.0,201.0,160.0
459,Simon Levin (7PeekG0AAAAJ),1980,36,1989,333,9,249.0,226.0,219.0,182.0,201.0
460,Simon Levin (7PeekG0AAAAJ),1980,36,1990,242,10,333.0,249.0,226.0,219.0,182.0
461,Simon Levin (7PeekG0AAAAJ),1980,36,1991,342,11,242.0,333.0,249.0,226.0,219.0
462,Simon Levin (7PeekG0AAAAJ),1980,36,1992,445,12,342.0,242.0,333.0,249.0,226.0
463,Simon Levin (7PeekG0AAAAJ),1980,36,1993,498,13,445.0,342.0,242.0,333.0,249.0
464,Simon Levin (7PeekG0AAAAJ),1980,36,1994,605,14,498.0,445.0,342.0,242.0,333.0
465,Simon Levin (7PeekG0AAAAJ),1980,36,1995,651,15,605.0,498.0,445.0,342.0,242.0
466,Simon Levin (7PeekG0AAAAJ),1980,36,1996,694,16,651.0,605.0,498.0,445.0,342.0
467,Simon Levin (7PeekG0AAAAJ),1980,36,1997,796,17,694.0,651.0,605.0,498.0,445.0
468,Simon Levin (7PeekG0AAAAJ),1980,36,1998,805,18,796.0,694.0,651.0,605.0,498.0
469,Simon Levin (7PeekG0AAAAJ),1980,36,1999,946,19,805.0,796.0,694.0,651.0,605.0
470,Simon Levin (7PeekG0AAAAJ),1980,36,2000,1207,20,946.0,805.0,796.0,694.0,651.0
471,Simon Levin (7PeekG0AAAAJ),1980,36,2001,1291,21,1207.0,946.0,805.0,796.0,694.0
472,Simon Levin (7PeekG0AAAAJ),1980,36,2002,1507,22,1291.0,1207.0,946.0,805.0,796.0
473,Simon Levin (7PeekG0AAAAJ),1980,36,2003,1554,23,1507.0,1291.0,1207.0,946.0,805.0
474,Simon Levin (7PeekG0AAAAJ),1980,36,2004,1767,24,1554.0,1507.0,1291.0,1207.0,946.0
475,Simon Levin (7PeekG0AAAAJ),1980,36,2005,2077,25,1767.0,1554.0,1507.0,1291.0,1207.0
476,Simon Levin (7PeekG0AAAAJ),1980,36,2006,2438,26,2077.0,1767.0,1554.0,1507.0,1291.0
477,Simon Levin (7PeekG0AAAAJ),1980,36,2007,2688,27,2438.0,2077.0,1767.0,1554.0,1507.0
478,Simon Levin (7PeekG0AAAAJ),1980,36,2008,2863,28,2688.0,2438.0,2077.0,1767.0,1554.0
479,Simon Levin (7PeekG0AAAAJ),1980,36,2009,3032,29,2863.0,2688.0,2438.0,2077.0,1767.0
480,Simon Levin (7PeekG0AAAAJ),1980,36,2010,3079,30,3032.0,2863.0,2688.0,2438.0,2077.0
481,Simon Levin (7PeekG0AAAAJ),1980,36,2011,3365,31,3079.0,3032.0,2863.0,2688.0,2438.0
482,Simon Levin (7PeekG0AAAAJ),1980,36,2012,3709,32,3365.0,3079.0,3032.0,2863.0,2688.0
483,Simon Levin (7PeekG0AAAAJ),1980,36,2013,4013,33,3709.0,3365.0,3079.0,3032.0,2863.0
484,Simon Levin (7PeekG0AAAAJ),1980,36,2014,4140,34,4013.0,3709.0,3365.0,3079.0,3032.0
485,Simon Levin (7PeekG0AAAAJ),1980,36,2015,4404,35,4140.0,4013.0,3709.0,3365.0,3079.0
486,Simon Levin (7PeekG0AAAAJ),1980,36,2016,4307,36,4404.0,4140.0,4013.0,3709.0,3365.0
487,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2005,4,0,,,,,
488,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2006,12,1,4.0,,,,
489,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2007,10,2,12.0,4.0,,,
490,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2008,10,3,10.0,12.0,4.0,,
491,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2009,13,4,10.0,10.0,12.0,4.0,
492,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2010,10,5,13.0,10.0,10.0,12.0,4.0
493,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2011,11,6,10.0,13.0,10.0,10.0,12.0
494,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2012,12,7,11.0,10.0,13.0,10.0,10.0
495,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2013,18,8,12.0,11.0,10.0,13.0,10.0
496,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2014,20,9,18.0,12.0,11.0,10.0,13.0
497,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2015,19,10,20.0,18.0,12.0,11.0,10.0
498,massimiliano bonacchi (TeH9z0oAAAAJ),2005,11,2016,14,11,19.0,20.0,18.0,12.0,11.0
499,John E.  Roemer (wlf3GLcAAAAJ),1984,32,1984,50,0,,,,,
500,John E.  Roemer (wlf3GLcAAAAJ),1984,32,1985,78,1,50.0,,,,
